#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
cn-fault-tort-liability:zh-en	过错责任	fault-based tort liability	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	行为人因过错侵害他人民事权益并造成损害时承担侵权责任的归责方式。 法律推定过错时，行为人不能证明无过错的，应承担相应责任。 项目释译，非官方译文；限定侵权责任语境，与一般道德责备区分。	oll-cn-core:cn-fault-tort-liability | 中华人民共和国民法典（2020） 第1165条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-fault-tort-liability:en-zh	fault-based tort liability	过错责任	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	行为人因过错侵害他人民事权益并造成损害时承担侵权责任的归责方式。 法律推定过错时，行为人不能证明无过错的，应承担相应责任。 项目释译，非官方译文；限定侵权责任语境，与一般道德责备区分。	oll-cn-core:cn-fault-tort-liability | 中华人民共和国民法典（2020） 第1165条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-for-profit-legal-person:zh-en	营利法人	for-profit legal person	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	以取得利润并向股东等出资人分配利润为目的成立的法人。 有限责任公司、股份有限公司和其他企业法人是该条列举的类型。 项目释译，非官方译文；profit 是目的和分配结构，不表示任何年度都实际盈利。	oll-cn-core:cn-for-profit-legal-person | 中华人民共和国民法典（2020） 第76条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company domain::civil jurisdiction::CN
cn-for-profit-legal-person:en-zh	for-profit legal person	营利法人	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	以取得利润并向股东等出资人分配利润为目的成立的法人。 有限责任公司、股份有限公司和其他企业法人是该条列举的类型。 项目释译，非官方译文；profit 是目的和分配结构，不表示任何年度都实际盈利。	oll-cn-core:cn-for-profit-legal-person | 中华人民共和国民法典（2020） 第76条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company domain::civil jurisdiction::CN
cn-force-majeure:zh-en	不可抗力	force majeure	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	不能预见、不能避免且不能克服的客观情况。 合同责任是否免除取决于其影响；迟延履行后发生不可抗力的，不免除相应违约责任。 项目释译，非官方译文；不是所有困难、成本增加或不可控事件都当然满足本定义。	oll-cn-core:cn-force-majeure | 中华人民共和国民法典（2020） 第180,590条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::contracts jurisdiction::CN
cn-force-majeure:en-zh	force majeure	不可抗力	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	不能预见、不能避免且不能克服的客观情况。 合同责任是否免除取决于其影响；迟延履行后发生不可抗力的，不免除相应违约责任。 项目释译，非官方译文；不是所有困难、成本增加或不可控事件都当然满足本定义。	oll-cn-core:cn-force-majeure | 中华人民共和国民法典（2020） 第180,590条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::contracts jurisdiction::CN
cn-forfeiture-equity:zh-en	股东失权	forfeiture of equity for unpaid contribution	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	股东未履行出资义务并经过法定催缴等程序后，丧失未缴出资对应股权的制度。 失权对象为未缴出资的股权；书面通知、宽限期、董事会决议及异议诉讼均有条文要求。 项目释译，非官方译文；本词为第五十二条制度概括，不把所有股东权利一概没收。	oll-cn-core:cn-forfeiture-equity | 中华人民共和国公司法（2023修订） 第52条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-forfeiture-equity:en-zh	forfeiture of equity for unpaid contribution	股东失权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	股东未履行出资义务并经过法定催缴等程序后，丧失未缴出资对应股权的制度。 失权对象为未缴出资的股权；书面通知、宽限期、董事会决议及异议诉讼均有条文要求。 项目释译，非官方译文；本词为第五十二条制度概括，不把所有股东权利一概没收。	oll-cn-core:cn-forfeiture-equity | 中华人民共和国公司法（2023修订） 第52条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-fraud:zh-en	欺诈	fraud inducing a civil juristic act	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	以欺诈手段使对方违背真实意思实施民事法律行为的情形。 受欺诈方可请求法院或仲裁机构撤销；本条语境是民事行为效力，不是刑事诈骗罪定义。 项目释译，非官方译文；用语境限定 fraud，避免与特定犯罪罪名混用。	oll-cn-core:cn-fraud | 中华人民共和国民法典（2020） 第148条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::contracts jurisdiction::CN
cn-fraud:en-zh	fraud inducing a civil juristic act	欺诈	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	以欺诈手段使对方违背真实意思实施民事法律行为的情形。 受欺诈方可请求法院或仲裁机构撤销；本条语境是民事行为效力，不是刑事诈骗罪定义。 项目释译，非官方译文；用语境限定 fraud，避免与特定犯罪罪名混用。	oll-cn-core:cn-fraud | 中华人民共和国民法典（2020） 第148条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::contracts jurisdiction::CN
cn-full-capacity:zh-en	完全民事行为能力	full capacity for civil juristic acts	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	能够独立实施民事法律行为的行为能力。 成年人原则上具有完全行为能力；以劳动收入为主要生活来源的十六周岁以上未成年人，法律视为具有完全行为能力。 项目释译，非官方译文；这里的 capacity 是法律行为能力，不是身体或工作能力。	oll-cn-core:cn-full-capacity | 中华人民共和国民法典（2020） 第18条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-full-capacity:en-zh	full capacity for civil juristic acts	完全民事行为能力	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	能够独立实施民事法律行为的行为能力。 成年人原则上具有完全行为能力；以劳动收入为主要生活来源的十六周岁以上未成年人，法律视为具有完全行为能力。 项目释译，非官方译文；这里的 capacity 是法律行为能力，不是身体或工作能力。	oll-cn-core:cn-full-capacity | 中华人民共和国民法典（2020） 第18条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-general-guarantee:zh-en	一般保证	general guarantee	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	约定在债务人不能履行债务时，由保证人承担责任的保证方式。 原则上保证人享有先诉抗辩，具体例外包括破产受理、书面放弃等条文情形。 项目释译，非官方译文；general 是本法保证方式名称，不表示责任无限。	oll-cn-core:cn-general-guarantee | 中华人民共和国民法典（2020） 第687条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts domain::finance jurisdiction::CN
cn-general-guarantee:en-zh	general guarantee	一般保证	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	约定在债务人不能履行债务时，由保证人承担责任的保证方式。 原则上保证人享有先诉抗辩，具体例外包括破产受理、书面放弃等条文情形。 项目释译，非官方译文；general 是本法保证方式名称，不表示责任无限。	oll-cn-core:cn-general-guarantee | 中华人民共和国民法典（2020） 第687条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts domain::finance jurisdiction::CN
cn-guarantee-contract:zh-en	保证合同	guarantee contract	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	保证人与债权人约定，在债务人不履行等情形下，由保证人履行债务或承担责任的合同。 保证方式未约定或约定不明确时，依第六百八十六条按一般保证承担责任。 项目释译，非官方译文；与提供财产担保的担保物权不同。	oll-cn-core:cn-guarantee-contract | 中华人民共和国民法典（2020） 第681,686条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts domain::finance jurisdiction::CN
cn-guarantee-contract:en-zh	guarantee contract	保证合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	保证人与债权人约定，在债务人不履行等情形下，由保证人履行债务或承担责任的合同。 保证方式未约定或约定不明确时，依第六百八十六条按一般保证承担责任。 项目释译，非官方译文；与提供财产担保的担保物权不同。	oll-cn-core:cn-guarantee-contract | 中华人民共和国民法典（2020） 第681,686条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts domain::finance jurisdiction::CN
cn-information-correction:zh-en	个人信息更正权	right to rectification of personal information	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	个人发现信息不准确或不完整时，请求处理者更正、补充的权利。 处理者应核实并及时更正、补充；本权利针对信息准确性和完整性。 项目释译，非官方译文；rectification 与删除权分别列示。	oll-cn-core:cn-information-correction | 中华人民共和国个人信息保护法（2021） 第46条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
